,Age,Days on Site,Listed By,Lot Size,MLS®#,Size,Style,Taxes,Type,Walk Score,address,city,hoot,img_link,price,Business Type,Property Type,Zoning
73,No Data,"1 (Feb 4, 2020)","Homelife Best-seller Realty Inc., Brokerage",47.00 x 108 Feet,E4684016,No Data,Bungalow,"$3,400 /yr",Detached,72,4 Delfield Road,Toronto,Wexford-maryvale,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$699,000",,,
74,No Data,"1 (Feb 4, 2020)","Southcoast Realty Limited, Brokerage",50.00 x 144 Feet,C4684030,No Data,1 1/2 Storey,"$7,179 /yr",Detached,61,93 Finch Avenue,Toronto,Willowdale East,https://photos.zolo.ca/93-finch-avenue-east-toronto-c4684030-photo-1-processed-orig.jpg?2020-02-04+20%3A20%3A46,"$500,000",,,
75,No Data,"1 (Feb 4, 2020)","Keller Williams Referred Realty, Brokerage",60.00 x 100 Feet,W4683997,No Data,Sidesplit 3,"$5,785 /yr",Detached,18,59 Gates Gill Crescent,Toronto,Downsview-roding-cfb,https://photos.zolo.ca/59-gates-gill-crescent-toronto-w4683997-photo-1-processed-480.jpg?2020-02-04+19%3A23%3A47,"$1,399,900",,,
76,No Data,"1 (Feb 4, 2020)","Royal Star Realty Inc., Brokerage",25.00 x 110 Feet,C4684011,1500-2000 sqft,3-Storey,"$6,671 /yr",Detached,67,52 Shields Avenue,Toronto,Lawrence Park South,https://photos.zolo.ca/52-shields-avenue-toronto-c4684011-photo-1-processed-480.jpg?2020-02-05+11%3A17%3A01,"$1,988,000",,,
77,No Data,"1 (Feb 4, 2020)","Re/max Premier Inc., Brokerage",45.00 x 130 Feet,W4683953,No Data,Bungalow-Raised,"$2,902 /yr",Detached,25,201 Pellatt Avenue,Toronto,Humberlea-pelmo Park W4,https://photos.zolo.ca/201-pellatt-avenue-toronto-w4683953-photo-1-processed-480.jpg?2020-02-04+18%3A27%3A06,"$979,900",,,
78,No Data,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Ltd., Brokerage",39.37 x 165 Feet,W4683939,No Data,Bungalow,"$4,036 /yr",Detached,67,30 Jopling Avenue,Toronto,Islington-city Centre West,https://photos.zolo.ca/30-jopling-avenue-north-toronto-w4683939-photo-1-processed-480.jpg?2020-02-04+19%3A23%3A36,"$948,000",,,
79,No Data,"1 (Feb 4, 2020)","Re/max West Signature Realty Inc., Brokerage",40.00 x 132.91 Feet,W4683904,No Data,1 1/2 Storey,"$3,901 /yr",Detached,64,18 Cartwright Avenue,Toronto,Yorkdale-glen Park,https://photos.zolo.ca/18-cartwright-avenue-toronto-w4683904-photo-1-processed-orig.jpg?2020-02-05+11%3A35%3A03,"$1,498,000",,,
80,No Data,"1 (Feb 4, 2020)","Forest Hill Real Estate Inc., Brokerage",42.50 x 110 Feet,E4683931,No Data,1 1/2 Storey,"$3,552 /yr",Detached,60,49 Plaxton Drive,Toronto,O'connor-parkview,https://photos.zolo.ca/49-plaxton-drive-toronto-e4683931-photo-1-processed-480.jpg?2020-02-05+14%3A17%3A52,"$999,000",,,
81,No Data,"1 (Feb 4, 2020)","Homelife New World Realty Inc., Brokerage",27.05 x 113.78 Feet,E4683919,No Data,2-Storey,"$3,552 /yr",Detached,71,200 Placentia Boulevard,Toronto,Agincourt North,https://photos.zolo.ca/200-placentia-boulevard-toronto-e4683919-photo-1-processed-480.jpg?2020-02-04+17%3A21%3A30,"$899,000",,,
82,No Data,"1 (Feb 4, 2020)","Re/max Hallmark Realty Ltd., Brokerage",35.01 x 110 Feet,E4683831,No Data,Bungalow,"$3,699 /yr",Detached,55,1 Dustan Crescent,Toronto,East York,https://photos.zolo.ca/1a-dustan-crescent-toronto-e4683831-photo-1-processed-480.jpg?2020-02-04+16%3A24%3A06,"$699,000",,,
83,0-5 years,"1 (Feb 4, 2020)","Harvey Kalles Real Estate Ltd., Brokerage",40.00 x 115 Feet,C4683846,3000-3500 sqft,2-Storey,"$4,734 /yr",Detached,83,110 Mcgillivray Avenue,Toronto,Bedford Park-nortown,https://photos.zolo.ca/110-mcgillivray-avenue-toronto-c4683846-photo-1-processed-480.jpg?2020-02-04+16%3A21%3A23,"$2,599,000",,,
84,No Data,"1 (Feb 4, 2020)","Blue Door Realty Group Inc., Brokerage",50.09 x 112.4 Feet,E4683716,1500-2000 sqft,Bungalow,"$4,917 /yr",Detached,46,46 Leafield Drive,Toronto,L'amoreaux,https://photos.zolo.ca/46-leafield-drive-toronto-e4683716-photo-1-processed-480.jpg?2020-02-04+15%3A35%3A41,"$1,389,000",,,
85,No Data,"1 (Feb 4, 2020)","Re/max Hallmark Realty Ltd., Brokerage",25.00 x 100 Feet,E4683766,No Data,2-Storey,"$4,062 /yr",Detached,89,118 Westlake Avenue,Toronto,Woodbine-lumsden,https://photos.zolo.ca/118-westlake-avenue-toronto-e4683766-photo-1-processed-480.jpg?2020-02-05+09%3A21%3A45,"$949,000",,,
86,No Data,"1 (Feb 4, 2020)","Keller Williams Advantage Realty, Brokerage",25.00 x 140 Feet,E4683608,No Data,2-Storey,"$7,465 /yr",Detached,88,38 Pickering Street,Toronto,The Beaches,https://photos.zolo.ca/38-pickering-street-toronto-e4683608-photo-1-processed-480.jpg?2020-02-05+11%3A18%3A53,"$1,499,000",,,
87,No Data,"1 (Feb 4, 2020)","Royal Lepage/j & D Division, Brokerage",25.92 x 165 Feet,C4683611,No Data,2-Storey,"$10,639 /yr",Detached,43,219 Glengrove Avenue,Toronto,Lawrence Park South,https://photos.zolo.ca/219-glengrove-avenue-west-toronto-c4683611-photo-1-processed-480.jpg?2020-02-05+08%3A17%3A46,"$1,949,000",,,
88,No Data,"1 (Feb 4, 2020)","Harvey Kalles Real Estate Ltd., Brokerage",71.55 x 128.9 Feet,C4683609,No Data,2-Storey,"$10,162 /yr",Detached,36,10 Elmira Court,Toronto,Bayview Village,https://photos.zolo.ca/10-elmira-court-toronto-c4683609-photo-1-processed-480.jpg?2020-02-04+15%3A36%3A48,"$3,688,000",,,
89,No Data,"1 (Feb 4, 2020)","Chestnut Park Real Estate Limited, Brokerage",130.00 x 137.91 Feet,C4683580,5000 sqft,2-Storey,"$45,564 /yr",Detached,51,24 Browside Avenue,Toronto,Forest Hill South,https://photos.zolo.ca/24-browside-avenue-toronto-c4683580-photo-1-processed-480.jpg?2020-02-04+15%3A22%3A06,"$18,000,000",,,
90,51-99 years,"1 (Feb 4, 2020)","Royal Lepage Flower City Realty, Brokerage",60.00 x 135 Feet,W4683549,2500-3000 sqft,2-Storey,"$6,672 /yr",Detached,55,4 Heathrow Court,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/4-heathrow-court-toronto-w4683549-photo-1-processed-480.jpg?2020-02-04+13%3A39%3A21,"$3,149,000",,,
91,No Data,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Ltd., Brokerage",17.88 x 38.5 Feet,W4683521,No Data,2-Storey,"$2,796 /yr",Detached,92,6 O'hara Place,Toronto,Roncesvalles,https://photos.zolo.ca/6-ohara-place-toronto-w4683521-photo-1-processed-480.jpg?2020-02-04+16%3A33%3A10,"$699,000",,,
92,No Data,"1 (Feb 4, 2020)","Sotheby`s International Realty Canada, Brokerage",66.50 x 126 Feet,C4683569,3000-3500 sqft,Sidesplit 4,"$15,013 /yr",Detached,55,4 Donwoods Grove,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/4-donwoods-grve-toronto-c4683569-photo-1-processed-480.jpg?2020-02-04+13%3A23%3A09,"$3,888,000",,,
93,No Data,"1 (Feb 4, 2020)","Psr, Brokerage",18.96 x 129.99 Feet,C4683562,No Data,3-Storey,"$7,816 /yr",Detached,60,598 Roselawn Avenue,Toronto,Forest Hill North,https://photos.zolo.ca/598-roselawn-avenue-toronto-c4683562-photo-1-processed-480.jpg?2020-02-04+14%3A21%3A36,"$1,799,000",,,
94,31-50 years,"1 (Feb 4, 2020)","Sotheby`s International Realty Canada, Brokerage",71.15 x 163.37 Feet,C4683541,5000 sqft,2-Storey,"$17,415 /yr",Detached,14,30 Alderbrook Drive,Toronto,Banbury-don Mills,https://photos.zolo.ca/30-alderbrook-drive-toronto-c4683541-photo-1-processed-480.jpg?2020-02-05+13%3A15%3A45,"$3,595,000",,,
95,0-5 years,"1 (Feb 4, 2020)","Chestnut Park Real Estate Limited, Brokerage",75.00 x 135 Feet,C4683515,5000 sqft,2-Storey,"$32,424 /yr",Detached,33,34 Stratheden Road,Toronto,Lawrence Park South,https://photos.zolo.ca/34-stratheden-road-toronto-c4683515-photo-1-processed-480.jpg?2020-02-04+15%3A21%3A59,"$9,950,000",,,
96,No Data,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Ltd., Brokerage",45.00 x 93.16 Feet,W4683442,No Data,2-Storey,"$6,032 /yr",Detached,28,26 Kenridge Avenue,Toronto,Stonegate-queensway,https://photos.zolo.ca/26-kenridge-avenue-toronto-w4683442-photo-1-processed-480.jpg?2020-02-05+12%3A32%3A19,"$1,389,000",,,
97,No Data,"1 (Feb 4, 2020)","Re/max Realtron Real Experts Realty, Brokerage",30.00 x 125 Feet,W4683439,No Data,Bungalow,"$5,500 /yr",Detached,74,73 Garden Avenue,Toronto,Roncesvalles,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$1,599,000",,,
98,51-99 years,"1 (Feb 4, 2020)","Keller Williams Referred Urban Realty, Brokerage",25.50 x 100 Feet,E4683472,1100-1500 sqft,Bungalow,"$2,894 /yr",Detached,83,5 Eastdale Avenue,Toronto,Crescent Town,https://photos.zolo.ca/5-eastdale-avenue-toronto-e4683472-photo-1-processed-480.jpg?2020-02-04+17%3A21%3A15,"$769,900",,,
99,New,"1 (Feb 4, 2020)","Pma Brethour Real Estate Corporation Inc., Brokerage",35.00 x 87 Feet,E4683470,2000-2500 sqft,2-Storey,No Data,Detached,92,10 Wildflower Way,Toronto,West Hill,https://photos.zolo.ca/10-wildflower-way-toronto-e4683470-photo-1-processed-480.jpg?2020-02-04+12%3A23%3A38,"$1,158,000",,,
100,New,"1 (Feb 4, 2020)","Pma Brethour Real Estate Corporation Inc., Brokerage",40.00 x 87 Feet,E4683468,2500-3000 sqft,2-Storey,No Data,Detached,6,4342 Lawrence Avenue,Toronto,West Hill,https://photos.zolo.ca/4342-lawrence-avenue-east-toronto-e4683468-photo-1-processed-orig.jpg?2020-02-04+12%3A23%3A36,"$1,128,000",,,
101,No Data,"1 (Feb 4, 2020)","Re/max All-stars Realty Inc., Brokerage",45.00 x 685 Feet,E4683464,No Data,Sidesplit 4,"$8,570 /yr",Detached,18,53 Sunnypoint Crescent,Toronto,Cliffcrest,https://photos.zolo.ca/53-sunnypoint-crescent-toronto-e4683464-photo-1-processed-480.jpg?2020-02-04+15%3A28%3A04,"$2,488,000",,,
102,51-99 years,"1 (Feb 4, 2020)","Sotheby`s International Realty Canada, Brokerage",20.00 x 120 Feet,C4683410,1100-1500 sqft,2-Storey,"$6,083 /yr",Detached,65,281 Bedford Park Avenue,Toronto,Lawrence Park North,https://photos.zolo.ca/281-bedford-park-avenue-toronto-c4683410-photo-1-processed-480.jpg?2020-02-05+12%3A17%3A12,"$1,400,000",,,
103,No Data,"1 (Feb 4, 2020)","Sutton Group Old Mill Realty Inc., Brokerage",25.00 x 132 Feet,W4683349,No Data,Bungalow,"$3,220 /yr",Detached,60,52 Gort Avenue,Toronto,Alderwood,https://photos.zolo.ca/52-gort-avenue-toronto-w4683349-photo-1-processed-480.jpg?2020-02-05+15%3A14%3A54,"$649,000",,,
104,0-5 years,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Ltd., Brokerage",40.00 x 120 Feet,W4683342,No Data,2-Storey,"$5,159 /yr",Detached,49,258 Prince Edward Drive,Toronto,Stonegate-queensway,https://photos.zolo.ca/258-prince-edward-drive-south-toronto-w4683342-photo-1-processed-480.jpg?2020-02-05+13%3A29%3A13,"$2,195,000",,,
105,51-99 years,"1 (Feb 4, 2020)","Sutton Group-tower Realty Ltd., Brokerage",25.00 x 88.58 Feet,W4683327,1500-2000 sqft,2-Storey,"$5,533 /yr",Detached,43,48 Parkdale Road,Toronto,High Park-swansea,https://photos.zolo.ca/48-parkdale-road-toronto-w4683327-photo-1-processed-480.jpg?2020-02-05+09%3A36%3A38,"$1,389,000",,,
106,No Data,"1 (Feb 4, 2020)","Re/max West Realty Inc., Brokerage",25.00 x 154.75 Feet,W4683325,No Data,2-Storey,"$6,151 /yr",Detached,87,491 Windermere Avenue,Toronto,Runnymede-bloor West Village,https://photos.zolo.ca/491-windermere-avenue-toronto-w4683325-photo-1-processed-480.jpg?2020-02-05+11%3A34%3A30,"$1,369,900",,,
107,No Data,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Ltd., Brokerage",48.45 x 186 Feet,W4683293,3500-5000 sqft,2-Storey,"$11,839 /yr",Detached,42,21 Pinehurst Crescent,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/21-pinehurst-crescent-toronto-w4683293-photo-1-processed-480.jpg?2020-02-05+12%3A32%3A00,"$2,369,000",,,
108,31-50 years,"1 (Feb 4, 2020)","Sutton Group-admiral Realty Inc., Brokerage",56.00 x 111 Feet,E4683289,No Data,Sidesplit 4,"$4,810 /yr",Detached,35,81 Regency Square,Toronto,Guildwood,https://photos.zolo.ca/81-regency-square-toronto-e4683289-photo-1-processed-480.jpg?2020-02-04+14%3A23%3A47,"$1,248,000",,,
109,No Data,"1 (Feb 4, 2020)","Keller Williams Advantage Realty, Brokerage",19.50 x 100 Feet,E4683283,No Data,2-Storey,"$4,830 /yr",Detached,89,176 De Grassi Street,Toronto,South Riverdale,https://photos.zolo.ca/176-de-grassi-street-toronto-e4683283-photo-1-processed-480.jpg?2020-02-04+11%3A27%3A12,"$1,189,900",,,
110,No Data,"1 (Feb 4, 2020)","Royal Lepage Your Community Realty, Brokerage",67.45 x 158.48 Feet,C4683303,5000 sqft,2-Storey,"$25,521 /yr",Detached,36,60 Heathcote Avenue,Toronto,St. Andrew-windfields,https://photos.zolo.ca/60-heathcote-avenue-toronto-c4683303-photo-1-processed-480.jpg?2020-02-04+14%3A21%3A02,"$5,795,000",,,
111,No Data,"1 (Feb 4, 2020)","Re/max Professionals Inc., Brokerage",50.00 x 125 Feet,W4683265,No Data,2-Storey,"$4,446 /yr",Detached,61,98 Twenty Third Street,Toronto,Long Branch,https://photos.zolo.ca/98-twenty-third-street-toronto-w4683265-photo-1-processed-480.jpg?2020-02-04+14%3A35%3A26,"$1,199,000",,,
112,31-50 years,"1 (Feb 4, 2020)","Union Realty Brokerage Inc., Brokerage",19.96 x 120 Feet,E4683262,1100-1500 sqft,2-Storey,"$4,881 /yr",Detached,63,257 Eastwood Road,Toronto,Woodbine Corridor,https://photos.zolo.ca/257-eastwood-road-toronto-e4683262-photo-1-processed-480.jpg?2020-02-05+12%3A20%3A09,"$1,199,000",,,
113,No Data,"1 (Feb 4, 2020)","Re/max Ultimate Realty Inc., Brokerage",41.99 x 132.08 Feet,E4683211,No Data,2-Storey,"$2,980 /yr",Detached,41,24 Orton Park Road,Toronto,Morningside,https://photos.zolo.ca/24-orton-park-road-toronto-e4683211-photo-1-processed-480.jpg?2020-02-04+15%3A38%3A35,"$599,800",,,
114,No Data,"1 (Feb 4, 2020)","Re/max Hallmark Realty Ltd., Brokerage",35.00 x 125 Feet,C4683266,No Data,2-Storey,"$11,346 /yr",Detached,64,8 Esgore Drive,Toronto,Bedford Park-nortown,https://photos.zolo.ca/8-esgore-drive-toronto-c4683266-photo-1-processed-480.jpg?2020-02-04+10%3A23%3A18,"$2,799,000",,,
115,No Data,"1 (Feb 4, 2020)","Sutton Group-admiral Realty Inc., Brokerage",21.00 x 150 Feet,C4683257,No Data,3-Storey,"$10,660 /yr",Detached,61,278 St Germain Avenue,Toronto,Lawrence Park North,https://photos.zolo.ca/278-st-germain-avenue-toronto-c4683257-photo-1-processed-480.jpg?2020-02-04+20%3A20%3A34,"$2,455,000",,,
116,No Data,"1 (Feb 4, 2020)","Slavens & Associates Real Estate Inc., Brokerage",38.00 x 125 Feet,C4683253,No Data,2-Storey,"$11,625 /yr",Detached,67,177 Dewbourne Avenue,Toronto,Humewood-cedarvale,https://photos.zolo.ca/177-dewbourne-avenue-toronto-c4683253-photo-1-processed-480.jpg?2020-02-04+12%3A21%3A29,"$3,295,000",,,
117,No Data,"1 (Feb 4, 2020)","Re/max Realtron Timachy Realty, Brokerage",50.00 x 217 Feet,C4683239,No Data,2-Storey,"$10,553 /yr",Detached,48,62 Northwood Drive,Toronto,Newtonbrook East,https://photos.zolo.ca/62-northwood-drive-toronto-c4683239-photo-1-processed-480.jpg?2020-02-04+10%3A22%3A52,"$2,288,000",,,
118,No Data,"1 (Feb 4, 2020)","Freeman Real Estate Ltd., Brokerage",25.00 x 186.66 Feet,C4683222,No Data,3-Storey,"$9,627 /yr",Detached,76,203 Erskine Avenue,Toronto,Mount Pleasant East,https://photos.zolo.ca/203-erskine-avenue-toronto-c4683222-photo-1-processed-480.jpg?2020-02-04+11%3A22%3A48,"$1,799,000",,,
119,51-99 years,"1 (Feb 4, 2020)","Keller Williams Neighbourhood Realty, Brokerage",45.00 x 145 Feet,W4683181,No Data,Bungalow-Raised,"$3,529 /yr",Detached,55,11 Upwood Avenue,Toronto,Rustic,https://photos.zolo.ca/11-upwood-avenue-toronto-w4683181-photo-1-processed-480.jpg?2020-02-04+13%3A37%3A40,"$699,000",,,
120,No Data,"1 (Feb 4, 2020)","City Commercial Realty Group Ltd., Brokerage",20.00 x 100 Feet,W4683140,No Data,2-Storey,"$4,674 /yr",Detached,77,1024 Shaw Street,Toronto,Dovercourt-wallace Emerson-junction,https://photos.zolo.ca/1024-shaw-street-toronto-w4683140-photo-1-processed-480.jpg?2020-02-04+09%3A50%3A15,"$1,549,900",,,
121,No Data,"1 (Feb 4, 2020)","Right At Home Realty Inc., Brokerage",50.07 x 108.5 Feet,W4683118,1500-2000 sqft,2-Storey,"$4,146 /yr",Detached,48,107 Burlingame Road,Toronto,Alderwood,https://photos.zolo.ca/107-burlingame-road-toronto-w4683118-photo-1-processed-480.jpg?2020-02-04+09%3A49%3A46,"$1,189,000",,,
122,31-50 years,"1 (Feb 4, 2020)","Royal Lepage Real Estate Services Heaps Estrin Team, Brokera",60.01 x 173 Feet,E4683141,No Data,2-Storey,"$4,892 /yr",Detached,9,425 Lawson Road,Toronto,Centennial Scarborough,https://photos.zolo.ca/425-lawson-road-toronto-e4683141-photo-1-processed-480.jpg?2020-02-04+13%3A26%3A10,"$1,099,000",,,
123,No Data,"1 (Feb 4, 2020)","Harvey Kalles Real Estate Ltd., Brokerage",30.17 x 125.29 Feet,C4683117,2000-2500 sqft,2-Storey,"$9,500 /yr",Detached,65,365 Woburn Avenue,Toronto,Lawrence Park North,https://photos.zolo.ca/365-woburn-avenue-toronto-c4683117-photo-1-processed-480.jpg?2020-02-05+11%3A16%3A56,"$2,198,000",,,
124,No Data,"1 (Feb 4, 2020)","Re/max West Realty Inc., Brokerage",57.00 x 185 Feet,W4683043,No Data,2-Storey,"$5,808 /yr",Detached,20,91 Comay Road,Toronto,Brookhaven-amesbury,https://photos.zolo.ca/91-comay-road-toronto-w4683043-photo-1-processed-480.jpg?2020-02-04+08%3A38%3A06,"$1,350,000",,,
125,0-5 years,"1 (Feb 4, 2020)","Re/max Ultimate Realty Inc., Brokerage",35.00 x 223.91 Feet,W4683037,3000-3500 sqft,2-Storey,"$9,426 /yr",Detached,62,38 Preston Road,Toronto,Caledonia-fairbank,https://photos.zolo.ca/38-preston-road-toronto-w4683037-photo-1-processed-480.jpg?2020-02-05+11%3A33%3A53,"$1,699,000",,,
126,No Data,"1 (Feb 4, 2020)","Bosley Real Estate Ltd., Brokerage",40.00 x 125 Feet,E4683036,No Data,2-Storey,"$6,526 /yr",Detached,43,9 White Pine Avenue,Toronto,O'connor-parkview,https://photos.zolo.ca/9-white-pine-avenue-toronto-e4683036-photo-1-processed-480.jpg?2020-02-05+08%3A19%3A33,"$1,599,000",,,
127,51-99 years,"1 (Feb 4, 2020)","Sutton Group-heritage Realty Inc., Brokerage",33.33 x 142 Feet,W4683014,1100-1500 sqft,Bungalow,"$3,467 /yr",Detached,53,11 Braeburn Avenue,Toronto,Humber Heights,https://photos.zolo.ca/11-braeburn-avenue-toronto-w4683014-photo-1-processed-480.jpg?2020-02-04+07%3A26%3A20,"$837,800",,,
128,No Data,"1 (Feb 4, 2020)","Sutton Group-admiral Realty Inc., Brokerage",24.92 x 118.5 Feet,E4683021,No Data,3-Storey,"$4,726 /yr",Detached,83,171 Willow Avenue,Toronto,The Beaches,https://photos.zolo.ca/171-willow-avenue-toronto-e4683021-photo-1-processed-480.jpg?2020-02-04+08%3A27%3A32,"$2,399,999",,,
129,No Data,"1 (Feb 4, 2020)","Homelife New World Realty Inc., Brokerage",30.10 x 110 Feet,E4682975,No Data,Backsplit 5,"$3,792 /yr",Detached,58,44 Nortonville Drive,Toronto,Tam O'shanter-sullivan,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$836,000",,,
130,No Data,"1 (Feb 4, 2020)","Right At Home Realty Inc., Brokerage",53.00 x 113.5 Feet,C4682980,3000-3500 sqft,Backsplit 4,"$7,456 /yr",Detached,34,609 Cummer Avenue,Toronto,Bayview Woods-steeles,https://photos.zolo.ca/609-cummer-avenue-toronto-c4682980-photo-1-processed-480.jpg?2020-02-04+10%3A22%3A33,"$1,988,000",,,
131,No Data,"1 (Feb 3, 2020)","Keller Williams Referred Urban Realty, Brokerage",35.00 x 107.7 Feet,E4682964,No Data,2-Storey,"$3,434 /yr",Detached,5,38 Golders Green Avenue,Toronto,Rouge E10,https://photos.zolo.ca/38-golders-green-avenue-toronto-e4682964-photo-1-processed-480.jpg?2020-02-05+13%3A18%3A07,"$799,000",,,
132,0-5 years,"1 (Feb 3, 2020)","Keller Williams Advantage Realty, Brokerage",39.99 x 100 Feet,E4682944,3500-5000 sqft,2-Storey,"$1,803 /yr",Detached,65,39 Amsterdam Avenue,Toronto,O'connor-parkview,https://photos.zolo.ca/39-amsterdam-avenue-toronto-e4682944-photo-1-processed-480.jpg?2020-02-04+09%3A27%3A03,"$1,449,000",,,
133,New,"1 (Feb 3, 2020)","Re/max Realtron Realty Inc., Brokerage",74.00 x 100 Feet,C4682956,3500-5000 sqft,2-Storey,No Data,Detached,31,252 Newton Drive,Toronto,Newtonbrook East,https://photos.zolo.ca/252-newton-drive-toronto-c4682956-photo-1-processed-480.jpg?2020-02-05+14%3A15%3A25,"$2,890,000",,,
134,No Data,"1 (Feb 3, 2020)","Right At Home Realty Inc., Brokerage",40.77 x 103.92 Feet,E4682905,No Data,2-Storey,"$3,699 /yr",Detached,14,28 Mcmorrow Court,Toronto,Centennial Scarborough,https://photos.zolo.ca/28-mcmorrow-court-toronto-e4682905-photo-1-processed-480.jpg?2020-02-04+16%3A23%3A26,"$1,080,000",,,
135,No Data,"1 (Feb 3, 2020)","Re/max Community Realty Inc., Brokerage",37.44 x 140.77 Feet,E4682873,No Data,Backsplit 3,"$2,444 /yr",Detached,47,20 Kessack Court,Toronto,Rouge E11,https://photos.zolo.ca/20-kessack-court-toronto-e4682873-photo-1-processed-480.jpg?2020-02-04+11%3A26%3A14,"$779,900",,,
136,No Data,"1 (Feb 3, 2020)","Re/max West Realty Inc., Brokerage",50.00 x 140 Feet,W4682846,No Data,Bungalow,"$4,560 /yr",Detached,15,44 Romeo Street,Toronto,Maple Leaf,https://photos.zolo.ca/44-romeo-street-toronto-w4682846-photo-1-processed-480.jpg?2020-02-03+19%3A25%3A22,"$1,669,000",,,
137,No Data,"1 (Feb 3, 2020)","Royal Lepage/j & D Division, Brokerage",25.00 x 184 Feet,C4682841,2500-3000 sqft,3-Storey,"$10,300 /yr",Detached,68,160 Sherwood Avenue,Toronto,Mount Pleasant West,https://photos.zolo.ca/160-sherwood-avenue-toronto-c4682841-photo-1-processed-480.jpg?2020-02-04+21%3A20%3A22,"$2,849,000",,,
138,No Data,"1 (Feb 3, 2020)","Right At Home Realty Inc., Brokerage",50.00 x 120 Feet,E4682826,No Data,Bungalow,"$3,334 /yr",Detached,21,280 Guildwood Parkway,Toronto,Guildwood,https://photos.zolo.ca/280-guildwood-parkway-toronto-e4682826-photo-1-processed-480.jpg?2020-02-04+12%3A22%3A52,"$1,311,113",,,
139,New,"1 (Feb 3, 2020)","Sultan Realty Inc., Brokerage",25.00 x 125 Feet,E4682742,No Data,2-Storey,No Data,Detached,63,90 Furnival Road,Toronto,O'connor-parkview,https://photos.zolo.ca/90-furnival-road-toronto-e4682742-photo-1-processed-orig.jpg?2020-02-03+19%3A21%3A04,"$1,399,000",,,
140,No Data,"2 (Feb 3, 2020)","Re/max Realtron Eli Bakhtiari Team Realty, Brokerage",52.49 x 170 Feet,C4682628,No Data,2-Storey,"$12,471 /yr",Detached,13,23 Caravan Drive,Toronto,Banbury-don Mills,https://photos.zolo.ca/23-caravan-drive-toronto-c4682628-photo-1-processed-480.jpg?2020-02-05+13%3A15%3A36,"$2,798,000",,,
141,0-5 years,"2 (Feb 3, 2020)","Citysites Realty Inc., Brokerage",20.33 x 80 Feet,W4682548,2500-3000 sqft,3-Storey,"$6,100 /yr",Detached,85,1012 Shaw Street,Toronto,Dovercourt-wallace Emerson-junction,https://photos.zolo.ca/1012-shaw-street-toronto-w4682548-photo-1-processed-orig.jpg?2020-02-03+15%3A29%3A26,"$1,999,000",,,
142,No Data,"2 (Feb 3, 2020)","Re/max Crossroads Realty Inc., Brokerage",40.75 x 112 Feet,E4682590,No Data,Bungalow,"$2,693 /yr",Detached,68,10 Willsteven Drive,Toronto,Woburn,https://photos.zolo.ca/10-willsteven-drive-toronto-e4682590-photo-1-processed-480.jpg?2020-02-04+11%3A25%3A59,"$849,000",,,
143,No Data,"2 (Feb 3, 2020)","Re/max Professionals Inc., Brokerage",31.17 x 133 Feet,W4682503,No Data,Bungalow-Raised,"$5,151 /yr",Detached,43,38 Ellis Avenue,Toronto,High Park-swansea,https://photos.zolo.ca/38-ellis-avenue-toronto-w4682503-photo-1-processed-480.jpg?2020-02-05+11%3A33%3A36,"$1,399,000",,,
